	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	250	255	106	112	106
CR2	250	0	51	251	264	251
MA1	255	51	0	258	271	258
MA2	106	251	258	0	106	0
MM1	112	264	271	106	0	106
MM2	106	251	258	0	106	0
