	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	212	81	194	81	78
CR2	212	0	218	67	218	201
MA1	81	218	0	200	0	85
MA2	194	67	200	0	200	182
MM1	81	218	0	200	0	85
MM2	78	201	85	182	85	0
