	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	262	250	124	124	129
CR2	262	0	68	260	260	262
MA1	250	68	0	247	247	251
MA2	124	260	247	0	0	149
MM1	124	260	247	0	0	149
MM2	129	262	251	149	149	0
