	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	207	319	119	316	325
CR2	207	0	212	257	194	227
MA1	319	212	0	332	172	137
MA2	119	257	332	0	331	339
MM1	316	194	172	331	0	174
MM2	325	227	137	339	174	0
