	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	192	103	181	126	96
CR2	192	0	193	71	201	192
MA1	103	193	0	184	129	111
MA2	181	71	184	0	192	181
MM1	126	201	129	192	0	121
MM2	96	192	111	181	121	0
