	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	164	173	101	101	116
CR2	164	0	39	172	172	170
MA1	173	39	0	175	175	177
MA2	101	172	175	0	0	58
MM1	101	172	175	0	0	58
MM2	116	170	177	58	58	0
