	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	265	322	199	325	312
CR2	265	0	166	358	179	177
MA1	322	166	0	363	195	201
MA2	199	358	363	0	340	345
MM1	325	179	195	340	0	186
MM2	312	177	201	345	186	0
