	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	367	191	326	191	220
CR2	367	0	373	102	373	400
MA1	191	373	0	339	0	233
MA2	326	102	339	0	339	383
MM1	191	373	0	339	0	233
MM2	220	400	233	383	233	0
