	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	371	384	160	386	391
CR2	371	0	191	393	123	187
MA1	384	191	0	401	204	206
MA2	160	393	401	0	409	415
MM1	386	123	204	409	0	228
MM2	391	187	206	415	228	0
