	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	288	278	94	294	293
CR2	288	0	128	294	124	130
MA1	278	128	0	282	116	131
MA2	94	294	282	0	299	298
MM1	294	124	116	299	0	116
MM2	293	130	131	298	116	0
