	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	47	251	88	86	88
CR2	47	0	204	103	105	103
MA1	251	204	0	256	249	256
MA2	88	103	256	0	74	0
MM1	86	105	249	74	0	74
MM2	88	103	256	0	74	0
