	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	554	239	354	239	240
CR2	554	0	581	454	581	582
MA1	239	581	0	167	0	1
MA2	354	454	167	0	167	168
MM1	239	581	0	167	0	1
MM2	240	582	1	168	1	0
