	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	366	369	250	242	232
CR2	366	0	65	386	387	383
MA1	369	65	0	387	391	387
MA2	250	386	387	0	245	247
MM1	242	387	391	245	0	56
MM2	232	383	387	247	56	0
