	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	338	184	375	184	152
CR2	338	0	364	71	364	368
MA1	184	364	0	401	0	154
MA2	375	71	401	0	401	405
MM1	184	364	0	401	0	154
MM2	152	368	154	405	154	0
