	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	228	377	77	350	368
CR2	228	0	257	251	256	259
MA1	377	257	0	368	165	196
MA2	77	251	368	0	339	361
MM1	350	256	165	339	0	185
MM2	368	259	196	361	185	0
