	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	259	240	123	242	240
CR2	259	0	120	238	106	120
MA1	240	120	0	215	95	0
MA2	123	238	215	0	220	215
MM1	242	106	95	220	0	95
MM2	240	120	0	215	95	0
