	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	80	211	119	55	126
CR2	80	0	154	169	110	175
MA1	211	154	0	206	220	257
MA2	119	169	206	0	110	136
MM1	55	110	220	110	0	108
MM2	126	175	257	136	108	0
