	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	286	156	286	149	156
CR2	286	0	290	0	284	290
MA1	156	290	0	290	165	0
MA2	286	0	290	0	284	290
MM1	149	284	165	284	0	165
MM2	156	290	0	290	165	0
