	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	351	214	365	179	197
CR2	351	0	339	142	338	349
MA1	214	339	0	346	207	223
MA2	365	142	346	0	346	354
MM1	179	338	207	346	0	210
MM2	197	349	223	354	210	0
