	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	218	214	88	218	226
CR2	218	0	87	237	0	68
MA1	214	87	0	228	87	19
MA2	88	237	228	0	237	247
MM1	218	0	87	237	0	68
MM2	226	68	19	247	68	0
