	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	201	107	198	88	107
CR2	201	0	205	52	196	205
MA1	107	205	0	201	109	0
MA2	198	52	201	0	197	201
MM1	88	196	109	197	0	109
MM2	107	205	0	201	109	0
