	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	350	156	352	156	217
CR2	350	0	317	73	317	347
MA1	156	317	0	318	0	164
MA2	352	73	318	0	318	345
MM1	156	317	0	318	0	164
MM2	217	347	164	345	164	0
