	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	184	95	187	199	187
CR2	184	0	193	78	90	78
MA1	95	193	0	198	203	198
MA2	187	78	198	0	106	0
MM1	199	90	203	106	0	106
MM2	187	78	198	0	106	0
