	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	95	56	88	3003	2994
CR2	95	0	88	39	2998	2989
MA1	56	88	0	82	3002	2993
MA2	88	39	82	0	3005	2996
MM1	3003	2998	3002	3005	0	50
MM2	2994	2989	2993	2996	50	0
