	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	277	172	271	164	185
CR2	277	0	283	10	290	302
MA1	172	283	0	277	163	207
MA2	271	10	277	0	284	296
MM1	164	290	163	284	0	152
MM2	185	302	207	296	152	0
