	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	164	133	121	28	79
CR2	164	0	55	71	158	157
MA1	133	55	0	20	117	128
MA2	121	71	20	0	103	124
MM1	28	158	117	103	0	79
MM2	79	157	128	124	79	0
