	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	121	39	124	59	39
CR2	121	0	127	32	126	127
MA1	39	127	0	128	52	0
MA2	124	32	128	0	127	128
MM1	59	126	52	127	0	52
MM2	39	127	0	128	52	0
