	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	214	95	212	95	85
CR2	214	0	214	40	214	184
MA1	95	214	0	201	0	80
MA2	212	40	201	0	201	184
MM1	95	214	0	201	0	80
MM2	85	184	80	184	80	0
