	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	203	206	84	103	84
CR2	203	0	100	199	217	199
MA1	206	100	0	198	215	198
MA2	84	199	198	0	123	0
MM1	103	217	215	123	0	123
MM2	84	199	198	0	123	0
