	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	137	27	132	27	53
CR2	137	0	128	48	128	128
MA1	27	128	0	123	0	46
MA2	132	48	123	0	123	127
MM1	27	128	0	123	0	46
MM2	53	128	46	127	46	0
