	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	45	39	17	17	10
CR2	45	0	16	46	46	45
MA1	39	16	0	34	34	37
MA2	17	46	34	0	0	15
MM1	17	46	34	0	0	15
MM2	10	45	37	15	15	0
