	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	128	36	124	36	32
CR2	128	0	129	32	129	127
MA1	36	129	0	125	0	40
MA2	124	32	125	0	125	125
MM1	36	129	0	125	0	40
MM2	32	127	40	125	40	0
