	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	338	198	344	197	221
CR2	338	0	292	52	301	297
MA1	198	292	0	298	184	176
MA2	344	52	298	0	309	299
MM1	197	301	184	309	0	164
MM2	221	297	176	299	164	0
