	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	174	71	177	61	71
CR2	174	0	179	21	183	179
MA1	71	179	0	182	84	0
MA2	177	21	182	0	186	182
MM1	61	183	84	186	0	84
MM2	71	179	0	182	84	0
