	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	445	186	445	186	361
CR2	445	0	421	0	421	499
MA1	186	421	0	421	0	327
MA2	445	0	421	0	421	499
MM1	186	421	0	421	0	327
MM2	361	499	327	499	327	0
