	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	311	155	311	312	307
CR2	311	0	311	0	150	197
MA1	155	311	0	311	307	322
MA2	311	0	311	0	150	197
MM1	312	150	307	150	0	190
MM2	307	197	322	197	190	0
