	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	163	73	149	73	76
CR2	163	0	140	55	140	132
MA1	73	140	0	152	0	47
MA2	149	55	152	0	152	148
MM1	73	140	0	152	0	47
MM2	76	132	47	148	47	0
