	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	283	151	274	161	141
CR2	283	0	270	53	287	287
MA1	151	270	0	263	189	138
MA2	274	53	263	0	281	277
MM1	161	287	189	281	0	191
MM2	141	287	138	277	191	0
