	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	633	625	176	620	625
CR2	633	0	299	639	320	299
MA1	625	299	0	634	314	0
MA2	176	639	634	0	630	634
MM1	620	320	314	630	0	314
MM2	625	299	0	634	314	0
