	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	209	93	231	99	93
CR2	209	0	202	79	215	202
MA1	93	202	0	229	84	0
MA2	231	79	229	0	238	229
MM1	99	215	84	238	0	84
MM2	93	202	0	229	84	0
