	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	146	47	133	47	52
CR2	146	0	144	25	144	145
MA1	47	144	0	131	0	54
MA2	133	25	131	0	131	132
MM1	47	144	0	131	0	54
MM2	52	145	54	132	54	0
