	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	222	223	175	128	120
CR2	222	0	101	170	220	233
MA1	223	101	0	139	224	234
MA2	175	170	139	0	183	95
MM1	128	220	224	183	0	143
MM2	120	233	234	95	143	0
