	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	267	245	47	274	255
CR2	267	0	95	258	122	107
MA1	245	95	0	239	95	87
MA2	47	258	239	0	266	246
MM1	274	122	95	266	0	100
MM2	255	107	87	246	100	0
