	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	315	318	168	168	121
CR2	315	0	53	303	303	292
MA1	318	53	0	304	304	293
MA2	168	303	304	0	0	139
MM1	168	303	304	0	0	139
MM2	121	292	293	139	139	0
