	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	375	211	368	154	238
CR2	375	0	376	45	370	381
MA1	211	376	0	369	139	177
MA2	368	45	369	0	365	376
MM1	154	370	139	365	0	212
MM2	238	381	177	376	212	0
