	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	100	100	32	32	32
CR2	100	0	31	101	101	101
MA1	100	31	0	100	100	100
MA2	32	101	100	0	0	0
MM1	32	101	100	0	0	0
MM2	32	101	100	0	0	0
