	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	292	150	298	298	298
CR2	292	0	295	166	174	166
MA1	150	295	0	297	291	297
MA2	298	166	297	0	96	0
MM1	298	174	291	96	0	96
MM2	298	166	297	0	96	0
