	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	233	109	222	0	119
CR2	233	0	248	65	233	251
MA1	109	248	0	236	109	143
MA2	222	65	236	0	222	239
MM1	0	233	109	222	0	119
MM2	119	251	143	239	119	0
