	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	284	59	266	260	261
CR2	284	0	285	154	182	169
MA1	59	285	0	273	257	264
MA2	266	154	273	0	146	148
MM1	260	182	257	146	0	157
MM2	261	169	264	148	157	0
