	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	112	102	58	32	41
CR2	112	0	34	88	116	117
MA1	102	34	0	96	104	99
MA2	58	88	96	0	54	33
MM1	32	116	104	54	0	33
MM2	41	117	99	33	33	0
