	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	290	169	276	163	179
CR2	290	0	285	85	290	279
MA1	169	285	0	275	128	169
MA2	276	85	275	0	281	274
MM1	163	290	128	281	0	208
MM2	179	279	169	274	208	0
