	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	240	80	228	82	80
CR2	240	0	238	69	227	238
MA1	80	238	0	226	95	0
MA2	228	69	226	0	217	226
MM1	82	227	95	217	0	95
MM2	80	238	0	226	95	0
