	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	175	176	95	95	87
CR2	175	0	31	156	176	165
MA1	176	31	0	149	177	170
MA2	95	156	149	0	97	21
MM1	95	176	177	97	0	87
MM2	87	165	170	21	87	0
