	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	607	627	300	658	628
CR2	607	0	366	589	393	382
MA1	627	366	0	572	452	392
MA2	300	589	572	0	640	619
MM1	658	393	452	640	0	380
MM2	628	382	392	619	380	0
