	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	243	229	75	120	79
CR2	243	0	83	236	227	247
MA1	229	83	0	227	212	234
MA2	75	236	227	0	108	102
MM1	120	227	212	108	0	141
MM2	79	247	234	102	141	0
