	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	146	78	153	62	49
CR2	146	0	116	33	157	144
MA1	78	116	0	111	101	40
MA2	153	33	111	0	164	151
MM1	62	157	101	164	0	76
MM2	49	144	40	151	76	0
