	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	254	195	188	158	130
CR2	254	0	127	121	237	228
MA1	195	127	0	180	179	162
MA2	188	121	180	0	202	175
MM1	158	237	179	202	0	132
MM2	130	228	162	175	132	0
