	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	493	275	502	200	269
CR2	493	0	489	109	516	484
MA1	275	489	0	510	252	237
MA2	502	109	510	0	528	496
MM1	200	516	252	528	0	277
MM2	269	484	237	496	277	0
