	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	219	49	205	197	205
CR2	219	0	200	130	104	130
MA1	49	200	0	186	179	186
MA2	205	130	186	0	98	0
MM1	197	104	179	98	0	98
MM2	205	130	186	0	98	0
