	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	292	273	139	79	139
CR2	292	0	84	313	307	313
MA1	273	84	0	296	288	296
MA2	139	313	296	0	120	0
MM1	79	307	288	120	0	120
MM2	139	313	296	0	120	0
