	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	267	283	0	146	136
CR2	267	0	59	267	274	273
MA1	283	59	0	283	291	289
MA2	0	267	283	0	146	136
MM1	146	274	291	146	0	101
MM2	136	273	289	136	101	0
