	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	240	117	193	107	117
CR2	240	0	241	178	230	241
MA1	117	241	0	106	96	0
MA2	193	178	106	0	166	106
MM1	107	230	96	166	0	96
MM2	117	241	0	106	96	0
