	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	127	79	87	56	70
CR2	127	0	121	103	114	124
MA1	79	121	0	22	70	67
MA2	87	103	22	0	76	77
MM1	56	114	70	76	0	64
MM2	70	124	67	77	64	0
