	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	251	245	52	245	252
CR2	251	0	63	234	63	79
MA1	245	63	0	228	0	68
MA2	52	234	228	0	228	233
MM1	245	63	0	228	0	68
MM2	252	79	68	233	68	0
